"['Praise You', 'Fatboy Slim']"
"['Every River', 'Brooks & Dunn']"
"['Keeper Of The Flame', 'Martin Page']"
"['Customer', 'Raheem DeVaughn']"
"['Buddy', 'Musiq Soulchild']"
"['Rocketeer', 'Far*East Movement Featuring Ryan Tedder']"
"['Sex Room', 'Ludacris Featuring Trey Songz']"
"['Brotha', 'Angie Stone']"
"['Dirty Love', 'Thunder']"
"['My Songs Know What You Did In The Dark (Light Em Up)', 'Fall Out Boy']"
"['King Of Anything', 'Sara Bareilles']"
"['Hold You (Hold Yuh)', 'Gyptian']"
"['How Do You Do!', 'Roxette']"
"['Who Let The Dogs Out', 'Baha Men']"
"['Best Of Intentions', 'Travis Tritt']"
"[""Bow Wow (That's My Name)"", 'Lil Bow Wow']"
"['Mrs. Officer', 'Lil Wayne Featuring Bobby Valentino & Kidd Kidd']"
"['Miss Me', 'Drake Featuring Lil Wayne']"
"['Pants On The Ground', 'General Larry Platt']"
"[""Ballin'"", 'Young Jeezy Featuring Lil Wayne']"
"['Dope', 'Tyga Featuring Rick Ross']"
"['Want U Back', 'Cher Lloyd']"
"['Sweet Thing', 'Keith Urban']"
"['Love For Free', 'Rell Featuring Jay-Z']"
"['One Foot', 'WALK THE MOON']"
"['On Everything', 'DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean']"
"['This Is How We Roll', 'Florida Georgia Line Featuring Luke Bryan']"
"['Mercy', 'Brett Young']"
"['Settle For A Slowdown', 'Dierks Bentley']"
"['Fearless', 'Taylor Swift']"
"['The Cure', 'Lady Gaga']"
"['...Baby One More Time', 'Britney Spears']"
"['Someday', 'Mariah Carey']"
"['Legends', 'Kelsea Ballerini']"
"['Roll In Peace', 'Kodak Black Featuring XXXTENTACION']"
"['Mourn You Til I Join You', 'Naughty By Nature']"
"['Any Man Of Mine/Whose Bed Have Your Boots Been Under?', 'Shania Twain']"
"[""I'm Still A Guy"", 'Brad Paisley']"
"['Jar Of Hearts', 'Glee Cast']"
"['Beibs In The Trap', 'Travis Scott']"
"['Crazy', 'Aerosmith']"
"['Something New', 'Zendaya Featuring Chris Brown']"
"['Steam', 'Peter Gabriel']"
"['That Other Woman', 'Changing Faces']"
"['Rock And A Hard Place', 'The Rolling Stones']"
"['Roll To Me', 'Del Amitri']"
"['Here Tonight', 'Brett Young']"
"['Reach For The Sky', 'Firehouse']"
"['Walk Thru', 'Rich Homie Quan Featuring Problem']"
"['Never Forget You', 'Zara Larsson & MNEK']"
"['No Problem', 'Chance The Rapper Featuring Lil Wayne & 2 Chainz']"
"['Falling In Love At A Coffee Shop', 'Landon Pigg']"
"['One Sweet Day', 'Mariah Carey & Boyz II Men']"
"['Teenage Fever', 'Drake']"
"['All Mine', 'Kanye West']"
"['Right Hand', 'Drake']"
"['Love Is Blind', 'Eve Featuring Faith Evans']"
"[""Kevin's Heart"", 'J. Cole']"
"['Over My Head (Cable Car)', 'The Fray']"
"['All Me', 'Drake Featuring 2 Chainz & Big Sean']"
"['Me Niego', 'Reik Featuring Ozuna & Wisin']"
"['Come Inside', 'Intro']"
"['Baby I Love U', 'Jennifer Lopez']"
"['Love You Down', 'INOJ/LATHUN']"
"['You Only Have To Say You Love Me', 'Hannah Jones']"
"['Here We Go', 'Trina Featuring Kelly Rowland']"
"['Chain Of Fools', 'Little Caesar']"
"['Turn On The Lights', 'Future']"
"['True Blue Love', 'Lou Gramm']"
"['All Eyes On You', 'Meek Mill Featuring Chris Brown & Nicki Minaj']"
"['Find Your Love', 'Drake']"
"['Skyscraper', 'Demi Lovato']"
"['Rain Is A Good Thing', 'Luke Bryan']"
"['Cold One', 'Eric Church']"
"['Anonymous', 'Bobby Valentino Featuring Timbaland']"
"[""Aaron's Party (Come Get It)"", 'Aaron Carter']"
"[""U Should've Known Better"", 'Monica']"
"['Mental Picture', 'Jon Secada']"
"['In The Closet', 'Michael Jackson']"
"['Turning Tables', 'Adele']"
"['Remedy', 'Seether']"
"['Best Shot', 'Jimmie Allen']"
"['2 Reasons', 'Trey Songz Featuring T.I.']"
"['Got Beef', 'Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven']"
"['Lost You Anyway', 'Toby Keith']"
"[""That's Not Her Style"", 'Billy Joel']"
"['If You Love Me', 'Mint Condition']"
"['Price Tag', 'Jessie J Featuring B.o.B']"
"[""I'm In The Mood"", 'CeCe Peniston']"
"['If U Seek Amy', 'Britney Spears']"
"['Sit Still, Look Pretty', 'Daya']"
"['Irresistible', 'Jessica Simpson']"
"['Free', 'Ultra Nate']"
"['Sound Of Da Police', 'KRS-One']"
"['Back To The Hotel', 'N2Deep']"
"['Dance For You', 'Beyonce']"
"['Anything Goes', 'Florida Georgia Line']"
"[""Gotta Be...Movin' On Up"", 'PRINCE BE & Ky-Mani']"
"['Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")', 'Baltimora']"
"['Midnight Memories', 'One Direction']"
"['Headlines', 'Drake']"
"['Supernova', 'Liz Phair']"
"['Pretty Girl Rock', 'Keri Hilson']"
"['Two Teardrops', 'Steve Wariner']"
"['Original Prankster', 'The Offspring']"
"['Show Me The Way', 'Styx']"
"['Say I', 'Christina Milian Featuring Young Jeezy']"
"['Like I Loved You', 'Brett Young']"
"['Gotham City', 'R. Kelly']"
"['God Bless The USA', 'Lee Greenwood']"
"[""Comin' On Strong"", 'Sudden Change']"
"['Bizarre Love Triangle', 'FRENTE!']"
"['Loser Like Me', 'Glee Cast']"
"['Low', 'Cracker']"
"['Jus Lyke Compton', 'DJ Quik']"
"[""Help Pour Out The Rain (Lacey's Song)"", 'Buddy Jewell']"
"['I Do Not Hook Up', 'Kelly Clarkson']"
"['I Believe I Can Fly', 'Jermaine Paul']"
"['Been There', 'Clint Black With Steve Wariner']"
"['P**** Print', 'Gucci Mane Featuring Kanye West']"
"['Forever More', 'Stevie B']"
"['Remember The Time', 'Michael Jackson']"
"['Energy', 'Natalie Featuring Baby Bash']"
"['High Enough', 'Damn Yankees']"
"['Days Go By', 'Keith Urban']"
"['Nobody Wants To Be Lonely', 'Ricky Martin Duet With Christina Aguilera']"
"[""Nothing 'Bout Me"", 'Sting']"
"['Everything You Want', 'Vertical Horizon']"
"['Blame It On The Rain', 'Milli Vanilli']"
"['I Remember You', 'Skid Row']"
"['Straight To The Bank', '50 Cent']"
"['As I Lay Me Down', 'Sophie B. Hawkins']"
"['Now Or Never', 'Halsey']"
"['What Do You Say To That', 'George Strait']"
"['1234', 'Feist']"
"['Drag Me Down', 'One Direction']"
"['Shake My', 'Three 6 Mafia Featuring Kalenna']"
"['Wonderwall', 'Oasis']"
"['Put Your Hand In Mine', 'Tracy Byrd']"
"[""Love Don't Cost A Thing"", 'Jennifer Lopez']"
"['All Nite', 'Entouch Featuring Keith Sweat']"
"['Love Is The Ritual', 'Styx']"
"['Best Life', 'Cardi B Featuring Chance The Rapper']"
"['Anything', 'Jaheim Featuring Next']"
"[""She Ain't Pretty"", 'The Northern Pikes']"
"['Fall Into Me', 'Emerson Drive']"
"['Hero/Heroine', 'Boys Like Girls']"
"['On The Down Low', 'Brian McKnight']"
"['Hit Me Off', 'New Edition']"
"['7 Days', 'Craig David']"
"[""Don't Dream It's Over"", 'Sixpence None The Richer']"
"[""She Don't Use Jelly"", 'The Flaming Lips']"
"['Tha Block Is Hot', ""Lil' Wayne Featuring Juvenile & B.G.""]"
"['Teenage Dream', 'Glee Cast']"
"['Put It Down', 'Brandy Featuring Chris Brown']"
"['Right There', 'Ariana Grande Featuring Big Sean']"
"['Love At First Sight', 'Styx']"
"['Feliz Navidad', 'Jose Feliciano']"
"[""You Don't Know Nothin'"", 'For Real']"
"['Controlla', 'Drake']"
"[""Sure Lookin'"", 'Donny Osmond']"
"[""Life's What You Make It"", 'Hannah Montana']"
"['Whataya Want From Me', 'Adam Lambert']"
"['Innocent', 'Taylor Swift']"
"['Womanizer', 'Britney Spears']"
"['Insatiable', 'Prince And The N.P.G.']"
"['Let It Go', 'Keyshia Cole Featuring Missy Elliott & Lil Kim']"
"['Do You Want To Build A Snowman?', 'Kristen Bell, Agatha Lee Monn & Katie Lopez']"
"['I Luv This Sh*t', 'August Alsina Featuring Trinidad James']"
"['Last Train Home', 'Lostprophets']"
"['So Close', 'Dina Carroll']"
"['The Way I Am', 'Charlie Puth']"
"['Dance With Me', 'Debelah Morgan']"
"['You Rock My World', 'Michael Jackson']"
"[""Uncle Tom's Cabin"", 'Warrant']"
"['Steamy Windows', 'Tina Turner']"
"['Bugatti', 'Ace Hood Featuring Future & Rick Ross']"
"['Chanel (Go Get It)', 'Young Thug Featuring Gunna & Lil Baby']"
"['Fall Down', 'Toad The Wet Sprocket']"
"['What About Us', 'Total']"
"['Show Me The Money', 'Petey Pablo']"
"['Party For Two', 'Shania Twain With Billy Currington Or Mark McGrath']"
"['Handgun', 'YG Featuring A$AP Rocky']"
"['On To The Next One', 'Jay-Z + Swizz Beatz']"
"['Walked Outta Heaven', 'Jagged Edge']"
"[""It's Up To You"", 'The Tuesdays']"
"['Done For Me', 'Charlie Puth Featuring Kehlani']"
"[""You Want This/70's Love Groove"", 'Janet Jackson']"
"['Time After Time', 'Timmy T.']"
"['Hip Hop Ride', ""Da Youngsta's""]"
"['No Air', 'Jordin Sparks Duet With Chris Brown']"
"['To Be With You', 'Mr. Big']"
"['A Woman Like You', 'Lee Brice']"
"['Tin Man', 'Miranda Lambert']"
"['Imagine', 'Jack Johnson']"
"[""That's Why I'm Here"", 'Kenny Chesney']"
"['Pop', ""'N Sync""]"
"['The Rhythm Of The Night', 'Corona']"
"['Never, Never Gonna Give You Up', 'Lisa Stansfield']"
"[""Somebody's Hero"", ""Jamie O'Neal""]"
"['If U Were Mine', 'The U-Krew']"
"['Goodbye', 'Kristinia DeBarge']"
"['Expression', 'Salt-N-Pepa']"
"['Bad Blood', 'Taylor Swift Featuring Kendrick Lamar']"
"['Blackbird', 'Glee Cast']"
"['Just Might (Make Me Believe)', 'Sugarland']"
"['Send The Pain Below', 'Chevelle']"
"[""This Woman's Work"", 'Maxwell']"
"['This Is Me', 'Keala Settle & The Greatest Showman Ensemble']"
"['I Wish', 'Skee-Lo']"
"['What Is It', 'Baby Bash Featuring Sean Kingston']"
"['Have You Ever?', 'Brandy']"
"['Ditty', 'Paperboy']"
"['Anything At All', 'Mitch Malloy']"
"['Angel', 'Natasha Bedingfield']"
"['Right Thurr', 'Chingy']"
"['Later On', 'The Swon Brothers']"
"['Dance With My Father', 'Luther Vandross']"
"['Mysterious Ways', 'U2']"
"['Still Into You', 'Paramore']"
"['Nikes', 'Frank Ocean']"
"['Wild Thoughts', 'DJ Khaled Featuring Rihanna & Bryson Tiller']"
"['Rock Yo Hips', 'Crime Mob Featuring Lil Scrappy']"
"['Oh Sweet Lorraine', 'Green Shoe Studio Featuring Jacob Colgan & Fred Stobaugh']"
"['Run', 'George Strait']"
"[""Ready, Set, Don't Go"", 'Billy Ray Cyrus With Miley Cyrus']"
"['Change The Game', 'Jay-Z, Beanie Sigel And Memphis Bleek']"
"['Get Away', 'Bobby Brown']"
"['Streetcorner Symphony', 'Rob Thomas']"
"['2 Way Street', 'Missjones']"
"[""Can't Wait"", 'Redman']"
"['Faded', 'SoulDecision Featuring Thrust']"
"['I\'m Dreamin\' (From ""New Jack City"")', 'Christopher Williams']"
"[""You're In Love"", 'Wilson Phillips']"
"[""I'm Overjoyed"", 'Nona Gaye']"
"['All Summer Long', 'Kid Rock']"
"['Little Talks', 'Of Monsters And Men']"
"['Sexy MF', 'Prince And The N.P.G.']"
"['Louder Than Love', 'TKA']"
"['All Through The Night', 'Tone-Loc']"
"['More Than Miles', 'Brantley Gilbert']"
"['Strong Enough', 'Sheryl Crow']"
"[""These Boots Are Made For Walkin'"", 'Jessica Simpson']"
"['Nappy Heads', 'Fugees']"
"[""What Up, What's Haapnin'"", 'T.I.']"
"['The Outsider', 'A Perfect Circle']"
"[""Startin' With Me"", 'Jake Owen']"
"['Brand New Girlfriend', 'Steve Holy']"
"['I Need You', 'LeAnn Rimes']"
"[""It's Not My Time"", '3 Doors Down']"
"['Completely', 'Michael Bolton']"
"[""We Can't Go Wrong"", 'The Cover Girls']"
"['You Say', 'Lauren Daigle']"
"['If Heaven', 'Andy Griggs']"
"['More & More', 'Joe']"
"['Loco', 'Enrique Iglesias Featuring Romeo Santos']"
"['What It Is', 'Violator Featuring Busta Rhymes']"
"[""She's Got A Way With Words"", 'Blake Shelton']"
"['I Believe', 'Diamond Rio']"
"['Melt In Your Mouth', 'Candyman']"
"['Dani California', 'Red Hot Chili Peppers']"
"['Live Like You Were Dying', 'Tim McGraw']"
"['Buttons', 'The Pussycat Dolls Featuring Snoop Dogg']"
"[""Oh Yes (aka 'Postman')"", 'Juelz Santana']"
"['Here Comes Santa Claus (Down Santa Claus Lane)', 'Gene Autry']"
"['Far Away', 'Marsha Ambrosius']"
"['Tornado', 'Little Big Town']"
"[""I'm Comin' Over"", 'Chris Young']"
"[""The Mummers' Dance"", 'Loreena McKennitt']"
"['U.O.E.N.O.', 'Rocko Featuring Future & Rick Ross']"
"['Pray', 'M.C. Hammer']"
"['James Brown Is Dead', 'L.A. Style']"
"['When I Give My Love', 'Keith Sweat']"
"['Here & Now', 'Letters To Cleo']"
"[""The Theme (It's Party Time)"", 'Tracey Lee']"
"['New Patek', 'Lil Uzi Vert']"
"[""Stuck In A Moment You Can't Get Out Of"", 'U2']"
"['Pray You Catch Me', 'Beyonce']"
"['Wild Horses', 'Susan Boyle']"
"[""It's Alright"", 'Memphis Bleek (& Jay-Z)']"
"['Ding-A-Ling', 'Hi-Town DJs']"
"['2 Become 1', 'Spice Girls']"
"[""Pretty Good At Drinkin' Beer"", 'Billy Currington']"
"['Last Dayz', 'Onyx']"
"['Your Man', 'Josh Turner']"
"['Safe & Sound', 'Taylor Swift Featuring The Civil Wars']"
"['Lullaby', 'Nickelback']"
"[""(She's Got) Skillz"", 'All-4-One']"
"['Escape', 'Enrique Iglesias']"
"['I Want You', 'Savage Garden']"
"['The Good Stuff', 'Kenny Chesney']"
"['If You Asked Me To', 'Celine Dion']"
"[""Don't Wake Me Up"", 'Chris Brown']"
"[""You Won't Ever Be Lonely"", 'Andy Griggs']"
"['For You (Fifty Shades Freed)', 'Liam Payne & Rita Ora']"
"['Do It Like Me', 'DLOW']"
"['Shut Up', 'Simple Plan']"
"[""I Can't Wait Another Minute"", 'Hi-Five']"
"['Only One Road', 'Celine Dion']"
"['The Sound Of Your Voice', '38 Special']"
"['Hold My Hand', 'Michael Jackson Duet With Akon']"
"['Lollipop', 'Framing Hanley']"
"['I Wish', 'Gabrielle']"
"['Fistful Of Tears', 'Maxwell']"
"['Things We Do For Love', 'Horace Brown']"
"['What If', 'Babyface']"
"['Dirt', 'Florida Georgia Line']"
"['Tunnel Vision', 'Kodak Black']"
"['Pon de Replay', 'Rihanna']"
"[""Don't Blink"", 'Kenny Chesney']"
"['Mixed Personalities', 'YNW Melly Featuring Kanye West']"
"[""Don't Take Your Love Away"", 'Avant']"
"['I Got 5 On It', 'Luniz']"
"['Trouble', 'Iggy Azalea Featuring Jennifer Hudson']"
"['I Miss You (Come Back Home) (From ""New York Undercover"")', 'Monifah']"
"['Love Me Again', 'John Newman']"
"['Shake', 'Ying Yang Twins Featuring Pitbull']"
"['Long Road To Ruin', 'Foo Fighters']"
"['Suicide Blonde', 'INXS']"
"['Cupid', '112']"
"['Conviction Of The Heart', 'Kenny Loggins']"
"[""She Thinks My Tractor's Sexy"", 'Kenny Chesney']"
"['My Front Porch Looking In', 'Lonestar']"
"['Give It Up', 'ZZ Top']"
"['Bad For You', 'Meek Mill Featuring Nicki Minaj']"
"[""I'll Take That As A Yes (The Hot Tub Song)"", 'Phil Vassar']"
"['Bury A Friend', 'Billie Eilish']"
"[""I'm Different"", '2 Chainz']"
"['Push It To The Limit', 'Corbin Bleu']"
"['Try', 'P!nk']"
"[""I'm N Luv (Wit A Stripper)"", 'T-Pain Featuring Mike Jones']"
"['For Your Love', 'Stevie Wonder']"
"['Little Miracles (Happen Every Day)', 'Luther Vandross']"
"['Johnny & June', 'Heidi Newfield']"
"['I Need To Know', 'Marc Anthony']"
"['Power Windows', 'Billy Falcon']"
"['Fade', 'Kanye West']"
"['Sick Of Being Lonely', 'Field Mob']"
"[""I'll Never Get Over You (Getting Over Me)"", 'Expose']"
"['Swing My Way', 'K.P. & Envyi']"
"['Yesterday', 'Adam Levine & Tony Lucca']"
"['Best Of Both Worlds', 'Hannah Montana']"
"['Stay', 'Sugarland']"
"['Window Shopper', '50 Cent']"
"[""Step Into A World (Rapture's Delight)"", 'KRS-One']"
"['Sober', 'P!nk']"
"['Maria', 'TKA']"
"[""Sippin' On Fire"", 'Florida Georgia Line']"
"['T-Shirt', 'Shontelle']"
"['Mamacita', 'Public Announcement']"
"['Macarena (Bayside Boys Mix)', 'Los Del Rio']"
"['Paradise', 'Coldplay']"
"[""I'll Stand By You"", 'Pretenders']"
"['Digging In The Dirt', 'Peter Gabriel']"
"['Sleigh Ride', 'The Ronettes']"
"['Feel Like A Rock Star', 'Kenny Chesney & Tim McGraw']"
"['Wide Awake', 'Katy Perry']"
"['Knock You Down', 'Keri Hilson Featuring Kanye West & Ne-Yo']"
"['Drew Barrymore', 'Bryce Vine']"
"[""She's A River"", 'Simple Minds']"
"['Can I Get A...', 'Jay-Z Featuring Amil (Of Major Coinz) & Ja']"
"['Taking Chances', 'Celine Dion']"
"['The Child (Inside)', 'Qkumba Zoo']"
"['(Hot S**t) Country Grammar', 'Nelly']"
"['Back It Up', 'Prince Royce Featuring Jennifer Lopez & Pitbull']"
"['Undecided', 'Chris Brown']"
"['Happy With You', 'Samantha Cole']"
"['Home', 'One Direction']"
"['Fine China', 'Chris Brown']"
"['Have I Told You Lately', 'Rod Stewart']"
"[""A Man Ain't Made Of Stone"", 'Randy Travis']"
"['Suddenly I See', 'KT Tunstall']"
"['The New Pollution', 'Beck']"
"['Kiss You Back', 'Digital Underground']"
"['Out Of My Bones', 'Randy Travis']"
"['Moves Like Jagger', 'Maroon 5 Featuring Christina Aguilera']"
"['How Could You', 'Mario']"
"['Sorry', 'Justin Bieber']"
"[""Rubberneckin'"", 'Elvis Presley']"
"['Stuck Like Glue', 'Sugarland']"
"['I Get It In', '50 Cent']"
"[""Don't Laugh At Me"", 'Mark Wills']"
"['Red Nose', 'Sage The Gemini']"
"['Electric Boogie', 'Marcia Griffiths']"
"['Pinch Me', 'Barenaked Ladies']"
"['Whatever You Want', 'Tony Toni Tone']"
"['Ava Adore', 'The Smashing Pumpkins']"
"['Miss Me More', 'Kelsea Ballerini']"
"['It Was Always You', 'Maroon 5']"
"['Fantastic Voyage', 'Coolio']"
"[""57 Channels (And Nothin' On)"", 'Bruce Springsteen']"
"[""Pimpin' All Over The World"", 'Ludacris Featuring Bobby Valentino']"
"['I Disappear', 'Metallica']"
"['This Could Be The One', 'Bad Company']"
"['Marry You', 'Glee Cast']"
"['Word Is Bond', 'Brand Nubian']"
"['I Got You', 'Craig Morgan']"
"['How Could You (From ""Bulletproof"")', 'K-Ci & JoJo']"
"['Powerglide', 'Rae Sremmurd & Juicy J']"
"['Miami', 'Will Smith']"
"['The Game Of Love', 'Santana Featuring Michelle Branch']"
"['Inside The Fire', 'Disturbed']"
"['Vertigo', 'Khalid']"
"['Boston', 'Augustana']"
"[""I'll Be Your Shelter"", 'Taylor Dayne']"
"['Let Her Go', 'Passenger']"
"['Troublemaker', 'Olly Murs Featuring Flo Rida']"
"['Diamond In The Back', 'Ludacris']"
"['Zunga Zeng', 'K7']"
"['Come See Me', '112']"
"['Regret', 'New Order']"
"['We Run This', 'Missy Elliott']"
"['Without You', 'David Guetta Featuring Usher']"
"['Freek-A-Leek', 'Petey Pablo']"
"['The Rockafeller Skank', 'Fatboy Slim']"
"['Girl Tonite', 'Twista Featuring Trey Songz']"
"['All I Need Is You', 'Blue Train']"
"['All Jacked Up', 'Gretchen Wilson']"
"['We Will Rock You', 'Warrant']"
"['Cumbersome', 'Seven Mary Three']"
"['Unpretty', 'TLC']"
"[""Let's Get It"", 'Three The... G. Dep, P. Diddy & Black Rob']"
"['Last Kiss', 'Taylor Swift']"
"['Love All Over Me', 'Monica']"
"['All I Wanna Do', 'Sheryl Crow']"
"['Kindly Unspoken', 'Kate Voegele']"
"['Shorty Wanna Ride', 'Young Buck']"
"['One Call Away', 'Charlie Puth']"
"['Firecracker', 'Josh Turner']"
"['These Are My People', 'Rodney Atkins']"
"['Love Song', 'Tesla']"
"[""If You're Not The One"", 'Daniel Bedingfield']"
"['Can I Call You My Girl', 'PC Quest']"
"['Now That We Found Love', 'Heavy D & The Boyz']"
"['The Freshmen', 'The Verve Pipe']"
"['Juicy/Unbelievable', 'The Notorious B.I.G.']"
"['MMMBop', 'Hanson']"
"['I Thought About Killing You', 'Kanye West']"
"['Mr. Wrong', 'Mary J. Blige Featuring Drake']"
"['Breathe', 'Faith Hill']"
"['Circus', 'Britney Spears']"
"['Love Faces', 'Trey Songz']"
"['Try Everything', 'Shakira']"
"['Lily Was Here', 'David A. Stewart Introducing Candy Dulfer']"
"['A Little Less Conversation', 'Elvis Presley vs JXL']"
"['Body', 'Loud Luxury Featuring Brando']"
"['You Are The Music In Me', 'Zac Efron & Vanessa Anne Hudgens']"
"[""I'm Free"", 'The Soup Dragons']"
"['Home', 'Michael Buble']"
"['Thunderclouds', 'Labrinth, Sia & Diplo Present... LSD']"
"['Some Beach', 'Blake Shelton']"
"['Hard', 'Rihanna Featuring Jeezy']"
"['Rebirth Of Slick (Cool Like Dat)', 'Digable Planets']"
"['Danza Kuduro', 'Don Omar & Lucenzo']"
"['Long Black Train', 'Josh Turner']"
"['The Perfect Drug (From ""Lost Highway"")', 'Nine Inch Nails']"
"['Too Late, Too Soon', 'Jon Secada']"
"['The Angel Song', 'Great White']"
"['Give It Up', 'Wilson Phillips']"
"['I Am Not My Hair', 'India.Arie']"
"['Girl Talk', 'TLC']"
"['Creep', 'TLC']"
"['Lonely', 'Akon']"
"['When I Was Your Man', 'Bruno Mars']"
"['Pushin\' Inside You (From ""How Bout It"")', 'Sons Of Funk']"
"['Wild For The Night', 'A$AP Rocky Featuring Skrillex']"
"['Shook Ones Part II', 'Mobb Deep']"
"['Believe Me', 'Lil Wayne Featuring Drake']"
"['1, 2, 3, 4', ""Plain White T's""]"
"['Beat Of The Music', 'Brett Eldredge']"
"[""The Man Who Can't Be Moved"", 'The Script']"
"[""What's Stopping You"", ""The O'Jays""]"
"['Deep Inside Of You', 'Third Eye Blind']"
"['Pump It', 'The Black Eyed Peas']"
"[""Can't Go For That"", 'Tamia']"
"['One Last Breath', 'Creed']"
"['Love Is Free', 'Sheryl Crow']"
"['Voices', 'Chris Young']"
"['Your Love Is So Divine', 'Miranda']"
"[""Killer/Papa Was A Rollin' Stone"", 'George Michael']"
"['Do Me!', 'Bell Biv DeVoe']"
"['Love Is A Beautiful Thing', 'Phil Vassar']"
"['Heroes (We Could Be)', 'Alesso Featuring Tove Lo']"
"['Harder To Breathe', 'Maroon 5']"
"['Hey Lover', 'LL Cool J']"
"['9th Wonder (Slicker This Year)', 'Digable Planets']"
"['She Knows', 'Ne-Yo Featuring Juicy J']"
"['Living And Living Well', 'George Strait']"
"['Get Over Yourself', ""Eden's Crush""]"
"['I Like The Sound Of That', 'Rascal Flatts']"
"['Nasty Freestyle', 'T-Wayne']"
"[""What's My Name?"", 'Rihanna Featuring Drake']"
"['Keep Coming Back', 'Richard Marx']"
"[""Big Things Poppin' (Do It)"", 'T.I.']"
"['Damn!', 'YoungBloodZ Featuring Lil Jon']"
"['Do You Wanna Get Funky', 'C+C Music Factory']"
"['Get Down', 'Craig Mack']"
"['Losing My Religion', 'R.E.M.']"
"['Ooops Up', 'Snap!']"
"[""I'll Be There For You/This House Is Not A Home"", 'The Rembrandts']"
"['Wrong', 'Everything But The Girl']"
"['My Heart Will Go On', 'Deja Vu']"
"['Masterpiece', 'Atlantic Starr']"
"['Break My Bank', 'New Boyz Featuring Iyaz']"
"['Chained To The Rhythm', 'Katy Perry Featuring Skip Marley']"
"['Self-Made', 'Bryson Tiller']"
"['The Pretender', 'Foo Fighters']"
"['Only You Can Love Me This Way', 'Keith Urban']"
"['Team', 'Iggy Azalea']"
"['What A Girl Wants', 'Christina Aguilera']"
"['Take You There', 'Pete Rock & C.L. Smooth']"
"['Like Red On A Rose', 'Alan Jackson']"
"['Stay Or Let It Go', 'Brian McKnight']"
