"['Wilderness', 'Midsummer', 'spotify:track:4CJjjTZm3CEX8rq7W51VLN']"
"['Mental Corruption', 'Henker', 'spotify:track:5m2P7UpTdvVKVbPHaCWNSz']"
"['The Divine Right Of Kings', 'Ingested', 'spotify:track:1q9wdBbqIBtxGxHM7t4sja']"
"['Skinned and Fucked', 'Ingested', 'spotify:track:5mQVlNTbX3GMbpp0RgIXTJ']"
"['Titanomachy', 'Ingested', 'spotify:track:7uGsN6EifVvuiGPMRvApJM']"
"['Narcissistic Apathy', 'Ingested', 'spotify:track:5mg4uYTrr51O4hSmOE0VUq']"
"[""The Heirs To Mankind's Atrocities"", 'Ingested', 'spotify:track:1H9QRBOKP8xJBqbnWbOxOh']"
"['I, Despoiler', 'Ingested', 'spotify:track:5uRPQKI3J5jVXWg2hkyIS5']"
"['A Nightmare Incarnate', 'Ingested', 'spotify:track:4jn8FhYoD6784EDcUR6jV0']"
"['Extinction Event', 'Ingested', 'spotify:track:45smf3vBIYp0VxWSka9UR7']"
"['Amongst Vermin', 'Ingested', 'spotify:track:4PlZKj1MnpQIMUTdCSvZ6f']"
"['Forced Gender Reassignment', 'Cattle Decapitation', 'spotify:track:28kizMSvL3DcCGINWSOUjq']"
"['Vlad, Son of the Dragon', 'The Black Dahlia Murder', 'spotify:track:1MpZtW4yINIqg1qO68EIqx']"
"['Abysmal', 'The Black Dahlia Murder', 'spotify:track:6fnb2Zp85KF9hZbGSTLvnD']"
"['Re-Faced', 'The Black Dahlia Murder', 'spotify:track:6OFvfAm2ntKqahee23DJNh']"
"['The Advent', 'The Black Dahlia Murder', 'spotify:track:3pelo5NqJ5McVigVPEozae']"
"['Threat Level No. 3', 'The Black Dahlia Murder', 'spotify:track:1zFI7KBTOPyJHSy8xUvrPt']"
"['Receipt', 'The Black Dahlia Murder', 'spotify:track:1KwBn2zehTlpDRuSTVTkk9']"
"['Pre-Released Foetal Mush', 'Ingested', 'spotify:track:27S8vCgLeuwhCC1IFpOYKt']"
"['Intercranial Semen Injection', 'Ingested', 'spotify:track:3uFxVe2NoBLotnXUVyqxZE']"
"['Contorted Perception', 'Ingested', 'spotify:track:0ecL0BwmwoeKSZU7u5LFYN']"
"['Copremesis', 'Ingested', 'spotify:track:6njXUIAFKvVH0j2wyCOzQE']"
"['Stillborn', 'Ingested', 'spotify:track:2nHYTFTjgNHcvmsBQJlCrn']"
"['Cremated Existence', 'Ingested', 'spotify:track:4mM1mdHZso1krZxRQ9VVva']"
"['Condemned to Rape', 'Ingested', 'spotify:track:1DZ4Ja2x5J6GNCqQImWB1u']"
"['Arial Evisceration', 'Ingested', 'spotify:track:5f9irpX4VZ4jCIcfLkRgtV']"
"['Only Ash Remains', 'Necrophagist', 'spotify:track:44BpmdcfqbgqnuaLhjJRbH']"
"['The Bald Cadaver', 'Cerebral Bore', 'spotify:track:6IYIM4IWgFuiyPXrTgXQNZ']"
"['Scapegoat', 'The Agony Scene', 'spotify:track:0M7q1ZAyNBbaZiT7PFwoLn']"
"['Hollow', 'Acrania', 'spotify:track:4V4bXHGCqZXB92iL8oNlbt']"
"['Festering with Dishonesty', 'Acrania', 'spotify:track:0cK850MMvY00iQntxdyer9']"
"['Totalitarian Dystopia', 'Acrania', 'spotify:track:2Fk8eMw0H247XmU1AHQ8zu']"
"['Servants of Hypocrisy', 'Acrania', 'spotify:track:4LkCMynpgsItt6F4VRa9iN']"
"['Survival Sequence', 'Acrania', 'spotify:track:3Rk6N31PuDuV5lICf9yGhV']"
"['A Gluttonous Abomination', 'Acrania', 'spotify:track:4ywlVADMEchrtcD15nx2EG']"
"['Lobotomise, Dehumanise, Negate', 'Acrania', 'spotify:track:6Pgtsni700HlCPTKwn6xkF']"
"['Messiah of Manipulation', 'Acrania', 'spotify:track:0Rdz28gFQScnccWNYvrKoE']"
"['Disillusion in a Discordant System', 'Acrania', 'spotify:track:78NtFzt1vDRkyWSPbIIm4f']"
"['Moonshine Limbo', 'Trepalium', 'spotify:track:7ntOm7rMArRCXKUGs5LPMk']"
"['The Chosen Legacy', 'Dimmu Borgir', 'spotify:track:7L1WEyY6qCMa0D7IkcPxoK']"
"['The Seed of Annihilation', 'The Red Shore', 'spotify:track:0lfO6FmEertzk1DuQ86Alj']"
"['Demons in the Mist', 'Martyr Defiled', 'spotify:track:4uOgK9jn7C66cXnmCpvVDF']"
"['Scourge of Iron', 'Cannibal Corpse', 'spotify:track:1OnzKhDTRQ8sGoUvkUHgO4']"
"['Kirisute Gomen', 'Trivium', 'spotify:track:5oELEE5XmqWw9gIFsb878g']"
"['Dark Archon', 'The Dialectic', 'spotify:track:7cZFeHkZEoeyRsbDE56QgC']"
"['Sick Boogie Murder', 'Trepalium', 'spotify:track:2jKhXWlPIVoJCHVdjTAoux']"
"['Still They Pray', 'Aeon', 'spotify:track:6HdjdwU8SbpUQ6ebFexocx']"
"['Monarch Omega', 'Abnormality', 'spotify:track:5RbqNB5HMFkyqXLDdxn0jP']"
"['I, Colossus', 'A Different Breed Of Killer', 'spotify:track:4NPQbmhYInLBbhJ9xTGuVw']"
"['Not the Fallen', 'Suffokate', 'spotify:track:3qgmgPq1g1QvzL012Uf6Ht']"
"['As Above So Below', 'Behemoth', 'spotify:track:6RxzW1gYB5qCWGl2fV6bdb']"
"['Vector of Cruelty', 'Cannibal Corpse', 'spotify:track:1lNWDDB5XXbZ7rRqcdDdFj']"
"['...And Their Eulogies Sang Me To Sleep.', 'The Agonist', 'spotify:track:3QRfSrXGiMvety2AxLfmAm']"
"['Where Angels Go Demons Follow', 'Spawn of Possession', 'spotify:track:6dlWHhp0U47m1vQW8YMrxe']"
"['Neverbloom', 'Make Them Suffer', 'spotify:track:6BZ39HmIAxI1wNfExKXC6z']"
"['Day Of Endless Light', 'Daath', 'spotify:track:1cyR8gRYOU2Dh9AXsT95xw']"
"['Gore Gore Gadget', 'Annotations Of An Autopsy', 'spotify:track:4CPMMbe2qzW7CKZoTunVlX']"
"['Void', 'Within Destruction', 'spotify:track:02JxJbVrolO2Ct8WYqVPIP']"
"['Cuntcrusher', 'Infant Annihilator', 'spotify:track:3aMtI7WH9U7665smabqYlj']"
"['Immersed Entity', 'Burning The Masses', 'spotify:track:0eXC457K4sjVYe7MknFKBm']"
"['Blazing Star', 'Dethklok', 'spotify:track:53EWgmPtOFvV6CAaMnGxkc']"
"['Demented Aggression', 'Cannibal Corpse', 'spotify:track:1sMjMI1vVaA70dTxh4tucZ']"
"['Sarcophagic Frenzy', 'Cannibal Corpse', 'spotify:track:6ykdfUPO7cWprVUjIbIgwI']"
"['Encased In Concrete', 'Cannibal Corpse', 'spotify:track:4yI7b8n6h54bp7UQ1z8UBT']"
"['As Deep As the Knife Will Go', 'Cannibal Corpse', 'spotify:track:6gzTnhzE3WL6RNYs0EkkIY']"
"['Intestinal Crank', 'Cannibal Corpse', 'spotify:track:1im3Off2qbXcOL1bfTQVaa']"
"['Followed Home Then Killed', 'Cannibal Corpse', 'spotify:track:5hHlnflNWv3mjkbUghu22V']"
"['The Strangulation Chair', 'Cannibal Corpse', 'spotify:track:1XoDuQWETlzKgFgBNru2xk']"
"['Caged...Contorted', 'Cannibal Corpse', 'spotify:track:0PV7aQ8yfo3cr3LLyq7KbV']"
"['Crucifier Avenged', 'Cannibal Corpse', 'spotify:track:5IblssBOKZZIpKpm8KVn9P']"
"['Rabid', 'Cannibal Corpse', 'spotify:track:2V2ypDfO6zxqqgOEEWBXEB']"
"['Torn Through', 'Cannibal Corpse', 'spotify:track:53BmrfaX7mo2pXy4e9R8G7']"
"['So. Heavy.', 'Psychostick', 'spotify:track:0x2J81IoRnA1BVJSM2OkeN']"
"['MVP', 'Despised Icon', 'spotify:track:4V0RC6IcYaedTD1xSr2hQI']"
"['Honor Guide Me!', 'Conducting From The Grave', 'spotify:track:5RRWh0WTfhrnfxkzxINuma']"
"['Furtive Monologue', 'Despised Icon', 'spotify:track:6D6wXQdRpFXhGPnt2b1dmq']"
"['Day of Mourning', 'Despised Icon', 'spotify:track:3wQnguFVtKptnaHjM8HfNp']"
"['All for Nothing', 'Despised Icon', 'spotify:track:3GQTzqBksu3A6wOpwutr3I']"
"['In the Arms of Perdition', 'Despised Icon', 'spotify:track:5Genp2tGRn0vwM9F5pHMKu']"
"['The Invisible Hand', 'Beneath The Massacre', 'spotify:track:2Y4ZGTq1a87eXF3vuvdNqe']"
"['Slave: Mother Earth', 'Left to the Wolves', 'spotify:track:5tiFH73YfxWkm63OBDVGI4']"
"['Tyrannical Decay', 'Pathology', 'spotify:track:6Jl29UEtUn7OGbf7b23uqa']"
"['Feasting on the Blood of the Insane', 'Six Feet Under', 'spotify:track:53I5E1K1L0juUgg3LXZp7T']"
"['Breaking The Great Narcissist', 'Soreption', 'spotify:track:2XebSP35V61tCU5436w3HD']"
"['Abysm Nucleus', 'Cytotoxin', 'spotify:track:1Obnmt7wBhHGiLbGWVL6DC']"
"['Decapitation Fornication', 'Infant Annihilator', 'spotify:track:2ZHzrzp6sTqIYKmuynN29k']"
"['Severance (Ft.Tyler Shelton)', 'Existence Has Failed', 'spotify:track:2i5rrArKtUnR1LUA1t9RXr']"
"['Babykiller', 'Devourment', 'spotify:track:6jTVjXofQJ8ddOv2oj0sDU']"
"['Lord of Avaris', 'Inactive Messiah', 'spotify:track:2AxDWWSechhJOKllfw7OAm']"
"['The Fool', 'Fleshgod Apocalypse', 'spotify:track:5o4NqaGLOzbiEbMXUHCNe5']"
"['Healing Through War', 'Fleshgod Apocalypse', 'spotify:track:2K8Ozh4mbNEhyzsmkHTLun']"
"['Thru Our Scars', 'Fleshgod Apocalypse', 'spotify:track:1NT7CmUCfsk3K76UsVBdrW']"
"['First Kill', 'Amon Amarth', 'spotify:track:7wVdKwd0CZkzLT2cRcTSqz']"
"['Wanderer', 'Amon Amarth', 'spotify:track:2bMF1PFoTZYZPEjDCnlKgx']"
"['On a Sea of Blood', 'Amon Amarth', 'spotify:track:5URG5D3wAJXkfSg8seFReL']"
"['One Against All', 'Amon Amarth', 'spotify:track:51IAzqhjNWRJVcpqFL4h55']"
"['Raise Your Horns', 'Amon Amarth', 'spotify:track:6ypKaenmVXMCXvlkfYOpjf']"
"['The Way of Vikings', 'Amon Amarth', 'spotify:track:19zT5M46RioXTv0PzU22Hb']"
"[""At Dawn's First Light"", 'Amon Amarth', 'spotify:track:4jdtTRrU1PAkCOw5JY6m25']"
"['One Thousand Burning Arrows', 'Amon Amarth', 'spotify:track:4Uou9c1Unfex53b0kzMCta']"
"['Vengeance Is My Name', 'Amon Amarth', 'spotify:track:1Dh09JSzkqQi1jJG0cQS77']"
"['A Dream That Cannot Be', 'Amon Amarth feat. Doro Pesch', 'spotify:track:38tkHSLEZcTEMpRbQEAjcR']"
"['Back on Northern Shores', 'Amon Amarth', 'spotify:track:3QKEiCO5QCuUyV6B35YCbc']"
"['The Vengeance in Me', 'Serpentine Dominion', 'spotify:track:3rYxtQqP5TXpz4u8QOpqji']"
"['Cloud Factory', 'Jinjer', 'spotify:track:29IyWJh1pBpBChjp82KyOt']"
"['Spawn of Agony', 'Boris The Blade', 'spotify:track:78ixienlAwXPQJbHJnDXet']"
"['The Surge', 'Ion Dissonance', 'spotify:track:0MoeGesMxhIfp4BzBXUPkt']"
"['Wait to Exhale', 'So This Is Suffering', 'spotify:track:0b51dXqCWPVZJIMMNgrgD4']"
"['Resurrect The Reaper', 'Resist The Thought', 'spotify:track:1OAvfHlvRnRfRuvmkdMsXL']"
"['There Is No Business To Be Done On A Dead Planet', 'All Shall Perish', 'spotify:track:4omPJVp5fkfLZEZZ4zoFJV']"
"['Dawn of Decay', 'Ringworm', 'spotify:track:6TnGaINykO7Pwv6NJv3irr']"
"['Burn', 'Tormention', 'spotify:track:1yHUcfXLBfqqi6jm8xkKOt']"
"['The Prelude to Bereavement', 'Shadow of Intent', 'spotify:track:0V0IjRWO63CyI9YD4DgcTZ']"
"['Susceptible to Retinal Reprogrammability', 'Acrania', 'spotify:track:4x4KBPy2kCkaDbBxvlRcTf']"
"['Laid to Rest', 'Lamb of God', 'spotify:track:0lCwaZYSRy6q0jLmnYiQxi']"
"['Vanquished Unto Thee', 'Serpentine Dominion', 'spotify:track:45gDXrZZ86ANWcDPpXgaVp']"
"['Divide, Conquer, Burn, And Destroy', 'Serpentine Dominion', 'spotify:track:0ddi4FSAsZsVqYKCEhrW6s']"
"['Sovereign Hate', 'Serpentine Dominion', 'spotify:track:4kZZmRI6hmlMiwxmiJvw47']"
"['On the Brink of Devastation', 'Serpentine Dominion', 'spotify:track:2Zz3FVXIHZGw2Zt1b5KbxW']"
"['Jagged Cross Legions', 'Serpentine Dominion', 'spotify:track:1hf5Zj4X5C1dA2gnYXY488']"
"['This Endless War', 'Serpentine Dominion', 'spotify:track:1Um6NLPG0YEcgfJZAe0BMP']"
"['Laments Of An Icarus', 'Textures', 'spotify:track:7oywzBYcUg59unfSqa1D3Y']"
"['Beautiful death', 'Wintersun', 'spotify:track:1ppyckvVrnmrAE4HlwLZHR']"
"['028 Hate', 'Chamber Of Malice', 'spotify:track:3KWrC3SPmV1VBpypRG8Ewh']"
"['Forfeit II: Worn Thin', 'Dark Sermon', 'spotify:track:4AQCJ8G8FICBdDwGVqL1Sy']"
"['Forfeit I: The Crooked Quill', 'Dark Sermon', 'spotify:track:2WrokCzRsk7t0ZbLF2zhDm']"
"['Starve', 'Dark Sermon', 'spotify:track:1Y0D6t6UmiVmgeT3RbHJkK']"
"['The Myth of Sanity', 'Dark Sermon', 'spotify:track:4kYKdU5ki6ZRur6tTVoVmK']"
"['Hounds', 'Dark Sermon', 'spotify:track:2RxhOMNS0WktM0ST6LpzQd']"
"['Human Dissection', 'Demolition Hammer', 'spotify:track:2SbuCIni6GQsd6KGCswrdw']"
"['Open Graves', 'The Mountain Man', 'spotify:track:72FO7eOswsKicO3muiSNgd']"
"['Bloodlust', 'The Mountain Man', 'spotify:track:31BkxsjsTJmJwTnuj63P0B']"
"['Backhand of God', 'The Mountain Man', 'spotify:track:3jdd6FUvBbBMVWi21iXdr5']"
"['The Great Decay', 'The Mountain Man', 'spotify:track:3yowKXemut5DqLJ5p1cjDq']"
"['Ghost', 'The Mountain Man', 'spotify:track:5PzVCSChekiYGrUkFfU1OZ']"
"['From Deep Inside', 'Hopelezz', 'spotify:track:4wA0YXB6T5Xuu7ipGO30w2']"
"['Struggle for Life', 'Hopelezz', 'spotify:track:5HNqq0rzx5lr2cxLLUi4rg']"
"['Lie To My Face', 'Carnifex', 'spotify:track:2NVQbNEmJ0ZVulQOpWa0PD']"
"['Valkyrie', 'Bloodred Hourglass', 'spotify:track:6BwcEv5M5WSQKJKJ2qkxWN']"
"['Cold Flesh Citadel', 'Katalepsy', 'spotify:track:3Nhqrvlb2bEUhbREtd7kpe']"
"['At the Edge of the World', 'Kataklysm', 'spotify:track:14vs5y7FkFfqeTVfVTtljM']"
"['Freed from the Leash', 'Carnal Decay', 'spotify:track:5DBAfCCn5oVFJhGLVTk4d9']"
"['Heads Will Hang', 'Fit For An Autopsy', 'spotify:track:6rZBnUMewbIDvTx2IRB1RV']"
"['Witnesses of Extinction', 'Analepsy', 'spotify:track:2mf9N4TDjalaPMubR3OJyO']"
"['The Light That Blinds', 'Shadows Fall', 'spotify:track:2fnbCZHLXyrSdWhaRlBwQP']"
"['The Beginning', 'Acrania', 'spotify:track:2UqEVNQ4AvoMtNK06pd3Tv']"
"['Auctioneer of Depravity', 'Acrania', 'spotify:track:0m7L1OzqW3jgElGoekQT1r']"
"['The Depopulation Programme', 'Acrania', 'spotify:track:5mRm9UtAYU03DtmupfYUrY']"
"['Dimensional Molecular Transcendence', 'Acrania', 'spotify:track:2FY9ZL9JwhGXJZ4agyxnwf']"
"['A Trophy of Corporate Disfigurement', 'Acrania', 'spotify:track:6zatdpaYWgskcTgl7unT0T']"
"['Einharjar', 'King of Asgard', 'spotify:track:0zxh8RyOVBL0sDvB8ytDY1']"
"[""The Dragons' Flight Across The Waves"", 'Amon Amarth', 'spotify:track:5bj5Nqllm7WhFPQ18yQX65']"
"['Free Will Sacrifice', 'Amon Amarth', 'spotify:track:0FLN9WgDBztKtKNv0oeprJ']"
"['Runes To My Memory', 'Amon Amarth', 'spotify:track:1kevNQF47RA24IRdyfwZO3']"
"['Versus The World', 'Amon Amarth', 'spotify:track:4KlPO9wu9t2FE66Qr4XXdu']"
"['Slaves of Fear', 'Amon Amarth', 'spotify:track:1zaDy2wLDma4FKMrTBaM5K']"
"['Unholy Gravebirth', 'Infant Annihilator', 'spotify:track:16A8guDmx9hibgSPEWSMzs']"
"['Crucifilth', 'Infant Annihilator', 'spotify:track:5ltUIsUC0ELJaIyjymCvgd']"
"['Motherless Miscarriage', 'Infant Annihilator', 'spotify:track:5JV4pZybHQbHJIVMqhA9Ef']"
"['Baptised, Bastardised, Sodomised.', 'Infant Annihilator', 'spotify:track:2nRZanRtKsZk20bGoqpvHf']"
"['Behold the Kingdom of the Wretched Undying (feat. Tyler Shelton, Bryan Long, Dillon Becker & Chris Whited)', 'Infant Annihilator', 'spotify:track:1hFsJwTXIH0tRg0oX0xkdu']"
"['Soil the Stillborn', 'Infant Annihilator', 'spotify:track:4vWB3h09KFwuS62Ex7NllR']"
"['Paedophilic Ultimatum', 'Infant Annihilator', 'spotify:track:6XLxcX45sefSal05DPgmNt']"
"['Neutered in Utero', 'Infant Annihilator', 'spotify:track:2Uk5xmMtDbZB2PlDRel3Yy']"
"['Pelt of Innocent Flesh', 'Infant Annihilator', 'spotify:track:7fcXZ483JrBaulUMlqDmRf']"
"['Blasphemian', 'Infant Annihilator', 'spotify:track:3fKeB6lVdwe6rUT2mnLo08']"
"['Neonatalimpalionecrophiliation', 'Infant Annihilator', 'spotify:track:6sI9Zd5P0aL0dENCcmWqcu']"
"['Panic Amongst the Herd', 'Dying Fetus', 'spotify:track:0T7Lu42vVjKtw2emJhtFwX']"
"['The Ambassador of Pain', 'Kataklysm', 'spotify:track:1kZTvSAi3W9VMjUOZHHbUK']"
"['Apocalyptic Premonition', 'Analepsy', 'spotify:track:0zaoWmsdB5KOk66yrQl6BF']"
"['Reveling in the Abyss', 'Dying Fetus', 'spotify:track:4umNSf3NGg6UO5Vtahq8eV']"
"['Seething with Disdain', 'Dying Fetus', 'spotify:track:0fOWiq3wEx8bkg06iDNe4F']"
"['Distorting of Perception', 'Until We Die', 'spotify:track:0dtO8YqN51tcJosKgU8Z0Q']"
"['Radiatus Generis', 'Cytotoxin', 'spotify:track:0ymes871MrfmYBpcms6sFi']"
"['Mutilated and Assimilated', 'Broken Hope', 'spotify:track:01omnjyGXUeLD32W7VMxpD']"
"['Widowmaker', 'The Black Dahlia Murder', 'spotify:track:77ZxhaxW6hMrhNDMCM3YOX']"
"['Of God and Serpent, Of Spectre and Snake', 'The Black Dahlia Murder', 'spotify:track:4vydK9AtCXzT5OsOecR7Jd']"
"['Matriarch', 'The Black Dahlia Murder', 'spotify:track:2MFc3B3KOfeNQFsvAZuJIM']"
"['Nightbringers', 'The Black Dahlia Murder', 'spotify:track:2lR3REI1dq2Q64d9yeaaGN']"
"['Jars', 'The Black Dahlia Murder', 'spotify:track:6QrXguWSD4roT6zZhYbu3T']"
"['Kings of the Nightworld', 'The Black Dahlia Murder', 'spotify:track:4jKO9bRVCZpXy66xFeKBzP']"
"['Catacomb Hecatomb', 'The Black Dahlia Murder', 'spotify:track:0Ga73N1P8W1YnqouOUAL9D']"
"['As Good as Dead', 'The Black Dahlia Murder', 'spotify:track:4viyIXxGiBHGVB92z8XXUV']"
"['The Lonely Deceased', 'The Black Dahlia Murder', 'spotify:track:3WWTDcORoILuQZ4HBSWe7i']"
"['Kingdom Under Your Feet (feat. Jose Manuel Tts)', 'Cannibal Grandpa', 'spotify:track:09Yp7DXFsNIT250hNrhsJC']"
"['A Vexing Mural', 'Fleshmeadow', 'spotify:track:6C1BSJGLc68bCQGmIwvI0I']"
"['Seed Of Filth', 'Six Feet Under', 'spotify:track:1o7lwSoH4RuByrlxTgj7qB']"
"['Life Sustainment To Continue Mutilation', 'Acranius', 'spotify:track:2RAtlv93O7sJcoDSklh9WM']"
"['I Worship Chaos', 'Children Of Bodom', 'spotify:track:1TkMTWXNGHQO6LdEYlAl64']"
"['If It Bleeds, We Can Kill It', 'Austrian Death Machine', 'spotify:track:4NjOzjILlsFb7hJaZjVvAg']"
"['I Need Your Clothes, Your Boots, and Your Motorcycle (from Terminator 2)', 'Austrian Death Machine', 'spotify:track:2RXOrb3pYET3xKjTNjDEdl']"
"['White Phosphorus Bombings', 'Skulldrain', 'spotify:track:2vC9lymFNz11WC2wdFWlwT']"
"['Curse the Gods', 'Destruction', 'spotify:track:0ptyB7zQ0J1uqein1X1E8I']"
"['Charred Remains', 'Autopsy', 'spotify:track:51bldDSed9m6Raj2BtRePR']"
"['Watchers', 'Mayhem', 'spotify:track:09WTaYjud5bJgKFGWEPlmn']"
"['The Carnage', 'Deserted Fear', 'spotify:track:1vXJJNYhzZSl88bcBtPHp6']"
"['Stabbed', 'Black Therapy', 'spotify:track:3bOhqGo8LZoZPnniBQyrEJ']"
"['A Shrine to Madness', 'The Black Dahlia Murder', 'spotify:track:0VEk1PEMmFPb0dwoAK30sk']"
"['Malenchantments of the Necrosphere', 'The Black Dahlia Murder', 'spotify:track:5Pa7ItkLWxDeVejuXWwW4A']"
"['Our Misconception', 'Era of Discord', 'spotify:track:5lgLPhrOQRDZIVCLj4W3JG']"
"['Rancid Gluttonous Morbid Obesity', 'Cenotaph', 'spotify:track:1uqTgkgdbf9Lf0f2b0lmcc']"
"['Beast Incarnate', 'Beheaded', 'spotify:track:798S53q8plGkyCIl4ENu2O']"
"['Cannibalistic Postclimax Flesh Consumption', 'Putridity', 'spotify:track:4QI6fHxTBSTDPss3YfAswW']"
"['Bind Torture Kill', 'Suffocation', 'spotify:track:7tMOs3uYmMQ10qz5fL4Aly']"
"['Black Label', 'Lamb of God', 'spotify:track:56Wlof9w3EInKlBhJSbdBY']"
"['Cathartic Killing', 'Logistic Slaughter', 'spotify:track:1VmnZlKAkKeddTWSlcWoC7']"
"['A Horrendous Epiphany', 'Logistic Slaughter', 'spotify:track:2WLXb4jxPqmFsrWmRJVQSg']"
"['Inherently Vile', 'Logistic Slaughter', 'spotify:track:6yiufa9AoYMX0WjKGIFnrY']"
"['Introspective Nightmares', 'Narcotic Wasteland', 'spotify:track:3QqeLRO41T26FZHC5dOa9b']"
"['Fifty Ton War Machine', 'Devourment', 'spotify:track:5CpAAbNdJ5CCyryja611TF']"
"['Necrotize Tissue to Evovle Mutation', 'Septic Congestion', 'spotify:track:7qE6uezNUABHj1oPuMOD76']"
"['Jahiliah', 'In Reverence', 'spotify:track:5O0RsTbZqqHOgJGqtoiZkd']"
"['The Echo Of Her Cracking Chest', 'Acranius', 'spotify:track:5byLl0KghNqlL320jhuWo7']"
"['Impaled on Stakes', 'Pyaemia', 'spotify:track:5YtijXw6d7UeFPlnGxgVvP']"
"['Devoured Death', 'Incantation', 'spotify:track:0pgOBcrcBjvgTVQVyW2azU']"
"['Blasphemous Cremation', 'Incantation', 'spotify:track:6W5acYDSA5ewskna9UNBxD']"
"['Muse', 'Incantation', 'spotify:track:2KXy8qUuV7xyVfx3zNfV4a']"
"['Bargaining: Will You Answer Me?', 'Tragacanth', 'spotify:track:2VaHdEdfYMhCVphxwcWwqk']"
