title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections,hit
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,75,0.524,0.772,7,-6.696,0,0.152,0.00273,0.000169,0.224,0.237,169.855,199973,4,48.54136,10,1
Nothin' To Hide,Poco,45,0.511,0.377,0,-11.948,1,0.0241,0.312,5.17E-06,0.0531,0.409,95.341,313267,3,18.01459,16,1
Perfect,Ed Sheeran,91,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3,38.91054,12,1
John Doe (feat. Priscilla),B.o.B,74,0.722,0.697,10,-7.083,1,0.0404,0.239,0,0.062,0.487,120.132,212006,4,33.72535,12,1
Confessions Part II - Confessions Special Edition Version,Usher,80,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.702,138.007,211200,4,35.91142,9,1
Heathens,Twenty One Pilots,86,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920,4,27.10073,9,1
Take Me There,Rascal Flatts,71,0.499,0.857,4,-4.501,1,0.0374,0.00476,0,0.102,0.324,83.977,266587,4,19.44069,12,1
Me And God,Josh Turner,66,0.59,0.755,3,-6.173,1,0.0286,0.237,5.13E-06,0.124,0.842,153.309,179587,4,39.10444,8,1
Set The Fire To The Third Bar,Snow Patrol,72,0.535,0.379,11,-7.059,0,0.0256,0.518,0,0.0842,0.385,96.02,203613,4,52.12468,8,1
Heard It All Before,Sunshine Anderson,39,0.698,0.925,3,-4.209,0,0.222,0.0611,0,0.095,0.676,96.953,295827,4,40.01147,14,1
Lithium,Nirvana,79,0.68,0.65,7,-6.336,1,0.0378,0.00203,0,0.0622,0.486,123.238,257053,4,37.21978,10,1
Headstrong,Trapt,61,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78E-06,0.189,0.534,184.981,285570,4,46.32075,10,1
She Will Be Loved - Radio Mix,Maroon 5,88,0.641,0.667,0,-5.505,0,0.0254,0.249,0,0.0987,0.51,102.002,259453,4,50.60707,11,1
I Hate Everything About You,Three Days Grace,76,0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,231480,4,33.50465,11,1
Big Machine,The Goo Goo Dolls,71,0.414,0.925,3,-2.534,1,0.061,0.000722,3.77E-05,0.358,0.599,108.848,189600,4,71.75157,6,1
All Girls Are The Same,Juice WRLD,91,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,59.66669,7,1
Holla Holla,Ja Rule,71,0.883,0.622,11,-7.968,1,0.35,0.0266,0,0.0869,0.499,92.969,264533,4,33.22083,13,1
This Is Your Night,Amber,41,0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.99,238160,4,45.7496,8,1
Where Does My Heart Beat Now,Céline Dion,75,0.528,0.62,10,-10.419,1,0.0285,0.648,1.63E-06,0.0801,0.595,74.051,272867,4,82.07517,9,1
The Fish Cheer & I-Feel-Like-I’m-Fixin’-To-Die Rag,Country Joe & The Fish,34,0.623,0.46,5,-13.695,1,0.244,0.328,1.56E-05,0.316,0.736,110.639,226133,4,41.42745,9,1
Temperature,Sean Paul,81,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4,20.18127,11,1
She Don't Use Jelly,The Flaming Lips,59,0.33,0.556,7,-11.494,1,0.0796,0.207,4.39E-05,0.315,0.506,173.828,222279,4,49.06367,10,1
I Hit It First,Ray J,62,0.647,0.702,0,-8.168,1,0.0677,0.0194,0,0.16,0.508,97.972,205714,4,28.67483,8,1
I Mean It,G-Eazy,84,0.712,0.562,10,-6.008,1,0.129,0.125,0,0.136,0.142,140,236480,4,56.27748,8,1
SWISH,Tyga,86,0.884,0.541,11,-5.608,1,0.221,0.0831,0,0.118,0.274,105.009,194936,4,49.16861,10,1
You Raise Me Up,Josh Groban,65,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,292333,4,28.80315,12,1
Flowers On The Wall,Eric Heatherly,25,0.781,0.647,1,-8.902,1,0.0502,0.0874,3.38E-05,0.104,0.751,99.938,209440,4,18.15694,11,1
Digital Girl,Tessa Rae,34,0.62,0.552,4,-6.999,0,0.0478,0.171,0,0.385,0.318,84.061,197166,4,70.9332,8,1
And Our Feelings,Babyface,59,0.741,0.592,4,-7.819,1,0.0298,0.138,0,0.224,0.27,128.137,342360,4,77.6191,9,1
Walk On The Ocean,Toad The Wet Sprocket,51,0.387,0.552,6,-7.086,1,0.0297,0.288,3.72E-06,0.303,0.336,183.171,178933,3,32.37771,8,1
Joey,Sugarland,61,0.523,0.716,7,-4.608,1,0.0418,0.00125,0.00128,0.119,0.261,121.981,242120,4,73.29411,9,1
Keep Coming Back,Richard Marx,63,0.72,0.478,9,-11.074,1,0.0239,0.115,2.27E-05,0.104,0.672,97.073,409360,4,37.54959,17,1
Hands Of A Working Man,Ty Herndon,39,0.607,0.628,0,-7.161,1,0.0283,0.0697,0,0.322,0.353,89.284,227133,4,18.04577,10,1
arms,Christina Perri,74,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89E-06,0.103,0.252,145.319,261213,4,26.27237,12,1
Stand By My Woman,Lenny Kravitz,69,0.506,0.409,2,-10.726,1,0.0307,0.141,0.238,0.106,0.253,122.265,260400,4,17.5618,11,1
Sweet Emotion,Aerosmith,77,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4,36.14748,13,1
Tell Me Where It Hurts,Kathy Troccoli,33,0.652,0.603,7,-6.903,1,0.0247,0.293,0,0.0816,0.353,90.997,240240,4,28.37471,13,1
Stan,Eminem,92,0.778,0.769,6,-4.331,0,0.248,0.0369,4.03E-06,0.548,0.484,80.044,404107,4,91.46168,12,1
Live While We're Young,One Direction,82,0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,200187,4,24.05541,10,1
Shake That,Eminem,92,0.962,0.64,1,-5.987,0,0.12,0.0556,1.97E-05,0.158,0.533,106.995,274440,4,28.79388,14,1
Bring It Back,Travis Porter,59,0.944,0.76,11,-4.355,0,0.0851,0.116,0,0.113,0.545,98.001,217907,4,30.38559,16,1
Controlla,Drake,97,0.747,0.477,10,-11.062,0,0.276,0.0962,0,0.114,0.321,93.44,245227,4,61.95647,11,1
How's It Goin' Down,DMX,71,0.907,0.665,6,-7.991,1,0.276,0.462,0.00134,0.133,0.816,90.473,244760,4,34.79335,10,1
Corazón (feat. Nego do Borel),Maluma,88,0.722,0.738,9,-6.073,0,0.247,0.328,1.47E-05,0.198,0.748,198.075,184720,4,39.09473,8,1
Sweet November,Troop,43,0.505,0.438,2,-10.942,1,0.0447,0.237,0,0.503,0.346,60.064,286333,4,38.45745,11,1
Beautiful (feat. Camila Cabello),Bazzi,82,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,180000,4,20.43615,10,1
Written All Over Your Face,Rude Boys with Gerald Levert,27,0.806,0.528,7,-12.126,1,0.0633,0.431,0,0.264,0.802,133.943,381040,4,48.44389,15,1
Used to Love U,John Legend,80,0.661,0.796,7,-4.776,1,0.0833,0.0347,0,0.396,0.657,87.982,210867,4,25.31054,9,1
What I've Done,Linkin Park,84,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,205613,4,23.83091,8,1
You’re so beautiful,K.Will,53,0.522,0.514,4,-7.584,1,0.0379,0.501,3.38E-05,0.0983,0.471,74.99,217078,4,83.58416,8,1
We Danced Anyway,Deana Carter,50,0.629,0.721,6,-3.722,1,0.0277,0.502,0,0.307,0.651,94.054,202533,4,36.43378,7,1
So Seductive,Tony Yayo,51,0.586,0.881,8,-3.208,1,0.232,0.2,0,0.0676,0.647,96.651,210293,4,35.24066,12,1
One Day,Tate McRae,60,0.496,0.116,0,-12.147,1,0.0401,0.921,0,0.0883,0.362,109.826,202496,3,29.28015,10,1
Really Really,Kevin Gates,79,0.762,0.666,0,-6.055,1,0.0916,0.00427,0,0.127,0.278,118.97,232093,4,49.56435,9,1
A Day In My Life (Without You),Lisette Melendez,29,0.606,0.947,6,-4.446,0,0.0371,0.000874,0.314,0.0514,0.789,119.104,235040,4,32.79508,11,1
Dust,Eli Young Band,64,0.586,0.925,0,-3.744,1,0.039,0.0262,0.00327,0.138,0.495,130.958,198933,4,43.50584,8,1
Hurting Kind (I've Got My Eyes On You),Robert Plant,54,0.528,0.919,9,-7.005,1,0.0761,0.000446,0.00201,0.339,0.514,159.197,251160,4,21.72976,11,1
Tequila Makes Her Clothes Fall Off,Joe Nichols,59,0.658,0.776,2,-5.651,1,0.0308,0.184,1.52E-06,0.0888,0.731,93.941,187067,4,103.72165,4,1
Final Fantasy,Drake,97,0.5,0.448,0,-10.977,1,0.442,0.422,8.03E-06,0.115,0.104,144.204,219960,1,104.60277,5,1
Mass Appeal,Gang Starr,62,0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12,221027,4,31.81375,12,1
"Baby, I'm Back",Baby Bash,64,0.9,0.398,9,-4.52,0,0.118,0.0494,0,0.099,0.762,100.011,219187,4,20.77401,13,1
Get Ugly,Jason Derulo,82,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32E-06,0.297,0.539,111.066,200492,4,30.26648,10,1
Butterfly Doors,Lil Pump,85,0.925,0.397,5,-11.265,1,0.169,0.0889,5.12E-05,0.144,0.429,130.008,132923,4,51.23142,6,1
A Deeper Love (From 'Sister Act 2'),Wendy Reed,0,0.817,0.581,4,-15.374,0,0.0444,0.0166,0.000304,0.151,0.816,123.879,278488,4,23.76264,9,1
Fade Into You,Mazzy Star,61,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3,19.18169,14,1
Crack A Bottle,Eminem,92,0.674,0.879,6,-2.573,0,0.174,0.0887,0,0.11,0.403,84.08,297520,4,58.05114,8,1
Free,Mýa,64,0.79,0.793,11,-6.122,0,0.0531,0.0139,1.59E-05,0.0662,0.643,108.017,318733,4,53.62436,12,1
Online,Brad Paisley,69,0.557,0.856,7,-5.294,1,0.0687,0.0882,0.0326,0.681,0.846,133.527,289413,4,34.84626,7,1
"My Neck, My Back (Lick It)",Khia,51,0.859,0.625,9,-4.234,0,0.13,0.0296,0,0.0537,0.71,102.072,222560,4,34.84626,7,1
Watch Me (Whip / Nae Nae),Silentó,54,0.821,0.759,8,-8.541,1,0.121,0.247,0,0.321,0.962,140.01,185143,4,28.74028,11,1
The One,Backstreet Boys,80,0.663,0.934,5,-4.227,0,0.0348,0.0646,0,0.164,0.621,110.031,226933,4,72.07282,8,1
Monica,Before Dark,10,0.736,0.573,10,-7.404,0,0.0728,0.0374,0,0.0833,0.702,87.992,244800,4,59.72318,8,1
Tender Kisses,Tracie Spencer,33,0.594,0.521,0,-11.033,1,0.0417,0.161,0.00556,0.0382,0.789,167.569,328240,4,26.19632,14,1
Please Don't Go,No Mercy,47,0.715,0.838,7,-10.541,0,0.0341,0.169,3.67E-05,0.395,0.962,124.625,240093,4,32.72294,11,1
STARGAZING,Travis Scott,93,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,270715,4,26.01447,9,1
More Than A Woman,Aaliyah Tribute,26,0.417,0.704,11,-6.046,1,0.335,0.0622,0,0.185,0.793,86.804,230693,4,35.0168,10,1
Gettin' You Home,Chris Young,70,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45E-06,0.221,0.531,106.966,212133,4,47.61405,12,1
Chocolate,The 1975,81,0.591,0.94,11,-4.341,1,0.0522,0.00391,0,0.383,0.676,100.043,224640,4,30.74133,5,1
Jesus to a Child,George Michael,73,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,411147,4,22.85444,25,1
Anything But Down,Sheryl Crow,65,0.623,0.768,4,-6.371,0,0.0332,0.0184,2.15E-06,0.102,0.552,121.233,258040,4,34.29424,11,1
I Love This Bar,Toby Keith,68,0.596,0.809,2,-6.271,1,0.0432,0.0376,0.0164,0.345,0.542,115.066,335333,4,26.60721,14,1
Watch Out,2 Chainz,83,0.901,0.509,8,-6.777,0,0.492,0.842,0,0.0531,0.544,129.924,207813,4,13.09141,14,1
The Way You Love Me,Faith Hill,64,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,186067,4,26.1471,12,1
You & Me,James TW,75,0.714,0.683,11,-6.333,1,0.0443,0.196,7.73E-06,0.102,0.824,127.021,231653,4,37.00222,11,1
Take My Advice,Kym Sims,26,0.737,0.814,2,-10.396,1,0.0307,0.00019,0.392,0.0844,0.803,120.01,283227,4,37.00222,11,1
Again,Lenny Kravitz,69,0.554,0.82,2,-5.035,1,0.0296,0.0186,4.91E-05,0.161,0.755,79.155,228933,4,41.48153,8,1
Stars,Simply Red,68,0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668,248600,4,56.26167,13,1
If It's Love,Train,74,0.628,0.917,6,-3.489,1,0.144,0.0108,2.25E-06,0.306,0.638,94.988,239040,4,40.48597,11,1
Sukiyaki,Kyu Sakamoto,39,0.415,0.359,7,-11.094,1,0.0334,0.707,6.53E-05,0.319,0.404,146.029,189520,4,34.31305,10,1
Stay The Night,James Blunt,74,0.548,0.936,2,-5.151,1,0.0369,0.0246,0,0.379,0.8,96.049,205118,4,132.4298,4,1
HUMBLE.,Kendrick Lamar,89,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,4,46.03131,8,1
Ridin' Rims,Dem Franchize Boyz,49,0.739,0.603,2,-7.788,1,0.0784,0.081,0,0.0833,0.496,158.873,323960,4,34.99977,17,1
Vertigo,U2,79,0.391,0.831,2,-3.892,1,0.0613,0.000153,0.00192,0.141,0.683,139.946,194520,4,23.1638,10,1
Break Up In A Small Town,Sam Hunt,72,0.579,0.776,8,-5.365,1,0.173,0.0749,0,0.239,0.434,136.044,229880,4,30.54424,10,1
Daylight,Maroon 5,88,0.657,0.679,2,-5.511,1,0.0269,0.00246,0,0.211,0.331,120.007,225307,4,36.94393,11,1
One And Only Man,Steve Winwood,63,0.606,0.87,2,-9.012,0,0.0282,0.0119,0.00386,0.127,0.855,104.99,302733,4,40.12425,13,1
24/7 (feat. Ella Mai),Meek Mill,86,0.657,0.711,0,-5.355,1,0.374,0.0135,0,0.221,0.368,86.957,221522,4,49.26789,9,1
Thank You,The Cover Girls,38,0.504,0.637,11,-8.337,1,0.0296,0.576,7.52E-05,0.0846,0.477,144.076,300960,4,47.30247,16,1
Water,Brad Paisley,69,0.562,0.825,5,-5.794,1,0.0269,0.00493,0.000629,0.57,0.694,97.54,261920,4,30.64355,10,1
Hold On,Good Charlotte,68,0.424,0.937,1,-5.354,1,0.0769,0.000884,0,0.113,0.156,137.861,245600,4,41.42371,10,1
Chain Of Fools,Little Caesar,25,0.614,0.765,2,-8.637,1,0.0427,0.00339,1.50E-05,0.378,0.606,116.133,328493,4,21.53219,16,1
This Used to Be My Playground,Madonna,76,0.499,0.308,7,-11.692,0,0.0264,0.754,0.000928,0.125,0.0708,75.91,310267,4,60.06537,12,1
6 Foot 7 Foot,Lil Wayne,89,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,248587,4,28.20091,13,1
Lean Like A Cholo,Down A.K.A Kilo,31,0.877,0.839,8,-3.988,1,0.275,0.102,0,0.0735,0.926,71.977,198217,5,26.19322,11,1
Who Do U Love,Deborah Cox,52,0.701,0.82,2,-7.117,1,0.136,0.0299,3.69E-06,0.148,0.655,87.913,261827,4,43.92931,11,1
Hold My Hand,Hootie & The Blowfish,61,0.22,0.769,11,-5.125,1,0.054,0.208,0,0.0985,0.495,170.773,258333,4,36.24855,8,1
The Diary of Jane - Single Version,Breaking Benjamin,73,0.391,0.963,10,-4.378,0,0.0773,5.86E-05,0.0689,0.14,0.364,167.065,200547,4,27.71862,11,1
Dope Lamp,YoungBoy Never Broke Again,84,0.703,0.667,4,-6.487,0,0.0991,0.224,0,0.185,0.366,143.831,165381,4,44.61512,9,1
Not About Romance,Inner Circle,60,0.697,0.853,2,-4.219,0,0.0386,0.0193,0.000461,0.0717,0.687,97.037,215533,4,42.33191,9,1
Kiss and Make Up,Dua Lipa,89,0.678,0.729,8,-4.188,1,0.137,0.0658,0,0.303,0.643,99.895,189173,4,38.72865,9,1
Fireflies,Owl City,70,0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.489,90.002,228347,4,22.00054,8,1
Second Round K.O.,Canibus,42,0.727,0.533,7,-11.311,1,0.477,0.0178,0,0.598,0.709,94.01,277533,4,55.48372,11,1
Way Of Life,Lil Wayne,89,0.868,0.794,9,-4.284,0,0.307,0.0337,0,0.0862,0.677,97.922,239800,4,26.69963,10,1
Drew Barrymore,Bryce Vine,69,0.763,0.572,11,-7.312,0,0.0595,0.493,0.00118,0.106,0.25,151.93,190472,4,43.45076,8,1
Unbelievable,EMF,47,0.637,0.849,1,-6.855,1,0.0362,0.000341,0.0386,0.141,0.936,104.074,209813,4,32.55442,12,1
Cold Rock A Party,MC Lyte,51,0.896,0.744,11,-5.239,0,0.246,0.192,1.19E-06,0.108,0.744,92.91,247307,4,25.28002,12,1
Streetcorner Symphony,Rob Thomas,62,0.633,0.886,1,-3.892,1,0.0456,0.109,0,0.0438,0.753,81.811,247827,4,66.38407,9,1
Killer / Papa Was a Rollin' Stone,George Michael,73,0.714,0.976,10,-7.349,0,0.0548,0.0284,0.00695,0.756,0.577,121.89,255373,4,128.25175,6,1
Wrong Impression,Natalie Imbruglia,63,0.477,0.75,6,-5.641,1,0.0268,0.0106,0,0.158,0.292,100.176,255480,4,24.08691,16,1
Far Away,Marsha Ambrosius,54,0.433,0.668,9,-6.544,1,0.211,0.221,0,0.126,0.351,70.478,436880,4,28.44387,12,1
Why Ya Wanna,Jana Kramer,54,0.299,0.676,4,-3.187,1,0.051,0.273,0,0.113,0.298,167.498,221373,3,44.47779,11,1
Say You Love Me (Don’t Just),Dominic Balli,36,0.831,0.586,6,-5.278,0,0.0414,0.282,0,0.174,0.94,136.048,210186,4,17.91885,11,1
Floatin' On Your Love,The Isley Brothers,65,0.651,0.375,2,-7.837,1,0.0771,0.709,0.00839,0.114,0.776,90.32,249067,4,40.46276,10,1
"Love Is Like That, What Can You Do?",Ruth Etting,32,0.468,0.128,11,-15.251,1,0.0462,0.986,3.08E-06,0.114,0.448,116.383,208173,4,43.26592,11,1
Happiness,Billy Lawrence,22,0.478,0.841,5,-7.685,0,0.282,0.246,0.00036,0.053,0.85,176.504,238920,4,52.81494,11,1
Highway Don't Care,Tim McGraw,73,0.47,0.79,2,-5.352,1,0.039,0.0216,0,0.0863,0.495,158.061,276880,4,63.43841,8,1
B.Y.O.B.,System Of A Down,78,0.556,0.981,1,-2.688,0,0.128,0.00662,0,0.218,0.716,101.423,255467,4,41.4057,12,1
Class Reunion (That Used To Be Us),Lonestar,60,0.589,0.872,7,-2.626,1,0.029,0.0151,2.99E-06,0.0577,0.524,116.986,272347,4,24.67389,9,1
Crazy,Javier,25,0.681,0.787,7,-4.835,0,0.0277,0.00229,1.33E-06,0.0829,0.629,90.482,293053,4,28.89803,14,1
21 Questions,50 Cent,81,0.547,0.807,6,-4.083,0,0.36,0.388,9.11E-05,0.0436,0.919,79.823,224427,3,25.31225,11,1
Black Cat,Janet Jackson,68,0.709,0.912,4,-7.157,0,0.0439,0.131,0.00142,0.213,0.653,114.964,290573,4,44.28476,13,1
Groovy Train,The Farm,38,0.663,0.663,7,-16.943,1,0.0351,0.00286,1.78E-05,0.0233,0.782,115.858,244467,4,18.89316,10,1
Runnin' Outta Moonlight,Randy Houser,64,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17E-06,0.0637,0.769,172.024,193773,4,25.87357,7,1
Stuck On a Feeling,Prince Royce,81,0.817,0.415,1,-6.286,1,0.0605,0.00366,0,0.162,0.325,100.026,210800,4,34.41039,15,1
I’m Back,Slim Thug,59,0.801,0.612,0,-3.771,1,0.23,0.0686,4.81E-05,0.102,0.63,87.016,220733,4,23.52794,9,1
Back That Thang Up,Juvenile,60,0.681,0.749,7,-4.867,1,0.287,0.0919,0,0.152,0.499,191.63,274413,4,40.59666,13,1
Greatest Love Of All,Whitney Houston,76,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55E-06,0.117,0.248,131.242,291400,4,45.83699,15,1
Beat It - Single Version,Michael Jackson,84,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98E-06,0.197,0.915,138.858,258040,4,24.64124,9,1
My Fallen Angel,Coro,34,0.76,0.733,10,-9.312,0,0.0675,0.00621,0.0105,0.0401,0.797,124.058,340773,4,47.4294,12,1
Why Would You Treat Me Like That,The Dellbones,0,0.689,0.578,7,-13.077,1,0.0356,0.0588,0.153,0.256,0.867,126.044,164467,4,40.02108,6,1
Slow Down,Selena Gomez,87,0.722,0.821,1,-3.856,0,0.165,0.073,0,0.631,0.721,127.944,210293,4,19.89933,11,1
Moonlight On Water,Laura Branigan,59,0.711,0.937,6,-3.235,1,0.0536,0.236,0.0481,0.51,0.931,126.067,279346,4,33.29581,12,1
Pour Me,Trick Pony,33,0.484,0.905,10,-3.993,1,0.135,0.0936,0,0.286,0.767,182.058,172000,4,32.61049,9,1
Walls - Circus,Tom Petty and the Heartbreakers,69,0.538,0.763,5,-5.238,1,0.0264,0.0742,3.54E-06,0.116,0.384,100.837,265307,4,26.87962,15,1
"Cradle of Love (From ""The Adventures of Ford Fairlane"")",Movie Tribute Stars,7,0.577,0.614,5,-11.749,0,0.0356,0.00418,0.000168,0.0793,0.767,143.924,279196,4,42.11281,9,1
Mr. Wrong,Mary J. Blige,70,0.693,0.676,0,-5.024,0,0.15,0.193,8.18E-06,0.126,0.461,143.058,241853,4,40.98741,11,1
Kiss That Girl Goodbye,Aaron Watson,59,0.636,0.86,1,-4.047,0,0.0348,0.00751,0,0.0753,0.659,116.898,198933,4,40.98741,11,1
Request Line,Zhané,50,0.854,0.499,9,-9.516,0,0.0493,0.021,0.00267,0.151,0.821,99.938,236000,4,15.84105,15,1
Without Me,Eminem,92,0.929,0.65,7,-2.882,1,0.0858,0.00348,0,0.308,0.655,112.249,290227,4,25.1926,12,1
Youngblood,5 Seconds of Summer,85,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,34.23056,9,1
Beer In Mexico,Kenny Chesney,72,0.583,0.909,2,-6.357,1,0.0421,0.00114,0.000455,0.0959,0.473,137.987,270000,4,21.57699,7,1
Te Quiero - Bonus Track,Flex,48,0.608,0.73,1,-5.724,1,0.033,0.0058,0,0.313,0.48,84.012,200947,4,59.38959,6,1
Young Dumb & Broke,Khalid,94,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.949,202547,4,35.51629,11,1
Everybody Doesn't,Amanda,27,0.667,0.92,10,-4.117,0,0.0471,0.087,9.95E-05,0.137,0.932,91.016,182560,4,23.74944,7,1
Name,The Goo Goo Dolls,71,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000,4,65.71874,8,1
"Lights, Camera, Action!",Mr. Cheeks,37,0.801,0.931,1,-6.602,1,0.0727,0.128,0,0.145,0.808,105.526,261027,4,21.79687,12,1
I Don’t Know Why,Imagine Dragons,90,0.639,0.641,2,-7.423,1,0.0609,0.0066,9.91E-06,0.185,0.0725,120.927,190120,4,56.88732,6,1
break da law,21 Savage,90,0.904,0.575,1,-7.823,1,0.346,0.0493,0,0.256,0.359,141.039,177748,4,67.34368,8,1
Runaway Train,Soul Asylum,57,0.613,0.72,0,-7.957,1,0.0425,0.0132,0,0.104,0.561,117.341,265867,4,26.84971,11,1
Moves Like Jagger / Jumpin' Jack Flash (Glee Cast Version),Glee Cast,74,0.726,0.89,11,-4.187,0,0.0455,0.00969,0,0.198,0.878,127.996,196067,4,44.84186,10,1
Lucky You (feat. Joyner Lucas),Eminem,92,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4,38.08822,11,1
17 Again,Brantley Gilbert,68,0.432,0.872,1,-4.911,1,0.0358,0.0108,1.14E-05,0.372,0.67,173.945,239773,4,16.42925,11,1
Jump (with Trippie Redd),Julia Michaels,84,0.654,0.547,10,-6.598,1,0.127,0.25,0,0.0961,0.507,173.981,207857,4,40.75478,10,1
Gorilla,Bruno Mars,88,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16E-06,0.0973,0.641,139.959,244493,4,56.2119,10,1
Feel So High (feat. JordinLaine) (Pegato Remix),Eklo,47,0.759,0.8,2,-6.905,1,0.0367,0.195,0.00866,0.453,0.301,109.988,248424,4,18.78969,13,1
I Do (Cherish You),Mark Wills,52,0.587,0.448,6,-8.075,1,0.024,0.62,0,0.0923,0.287,82.918,199707,4,42.44876,9,1
Clocks,Coldplay,87,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880,4,30.67225,13,1
Wild Wild West (feat. Gunna),Offset,88,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880,4,30.67225,13,1
How 'Bout Them Cowgirls,George Strait,72,0.617,0.799,4,-4.537,1,0.0354,0.395,0,0.365,0.452,117.03,235800,4,25.41742,9,1
Cool Girl,Tove Lo,76,0.674,0.694,9,-7.076,0,0.109,0.313,7.17E-06,0.0752,0.203,101.993,199179,4,24.03213,7,1
Good For Me,Amy Grant,55,0.594,0.883,5,-4.279,1,0.0451,0.329,8.33E-05,0.276,0.863,89.997,239493,4,44.26325,14,1
Lightning Does The Work,Chad Brock,36,0.692,0.641,7,-7.601,1,0.0359,0.0239,1.23E-05,0.114,0.559,98.742,225827,4,76.778,11,1
Proud of the House We Built,Brooks & Dunn,68,0.618,0.79,6,-4.973,1,0.0445,0.0655,0.00641,0.11,0.545,119.987,226187,4,24.72916,11,1
(Lay Your Head On My) Pillow,Tony! Toni! Toné!,56,0.713,0.482,6,-8.895,0,0.0393,0.0537,3.39E-06,0.0628,0.485,79.064,367373,4,48.28438,10,1
The Time (Dirty Bit),The Black Eyed Peas,77,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77E-06,0.602,0.436,127.979,307640,4,48.28438,10,1
Just Hold On,Steve Aoki,80,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,198774,4,88.14207,7,1
RAP DEVIL,Machine Gun Kelly,75,0.895,0.839,0,-4.512,1,0.227,0.217,3.00E-06,0.239,0.756,149.951,286117,4,42.03733,11,1
Angel - Metro Mix Radio Edit,Lionel Richie,70,0.725,0.822,9,-10.059,1,0.0402,0.0111,0,0.0938,0.581,127.969,223040,4,32.05269,11,1
Somewhere Only We Know,Keane,71,0.447,0.662,9,-4.221,1,0.0259,0.0597,2.88E-06,0.0869,0.307,172.015,236160,4,65.97705,10,1
Sexy Movimiento,Wisin & Yandel,80,0.812,0.767,10,-6.233,0,0.0399,0.358,1.13E-05,0.142,0.766,104.99,209680,4,37.79459,10,1
Just Another Girl,The Killers,78,0.547,0.779,1,-4.529,1,0.0276,0.000111,0.0133,0.138,0.16,136.981,262000,4,54.01719,8,1
Come Over,Kenny Chesney,72,0.466,0.704,1,-7.169,1,0.0353,0.1,2.71E-05,0.0744,0.481,176.043,248427,4,24.41718,14,1
Lost,Gorilla Zoe,54,0.722,0.564,0,-7.476,0,0.0668,0.0162,0.176,0.351,0.553,136.039,287187,4,57.41513,11,1
